 id |     person     | bibtex | orcid | label | type | relation_id |  role  | person_id |        publication_id         |              key              |     type      |   mdate    |   publtype   | reviewid | rating | cdate | address |             booktitle              |     pages     | year |                       journal                       |     volume     | number | month |                          url                          |                                            ee                                            | school | publisher | note | cdrom |       crossref        | isbn | chapter | publnr 
  5 | Kazuhiro Fukui |        |       |       |      |     6615166 | author |         5 | conf/ijcai/LiFZ09             | conf/ijcai/LiFZ09             | inproceedings | 2021-09-23 |              |          |        |       |         | IJCAI                              | 1132-1137     | 2009 |                                                     |                |        |       | db/conf/ijcai/ijcai2009.html#LiFZ09                   | http://ijcai.org/Proceedings/09/Papers/191.pdf                                           |        |           |      |       | conf/ijcai/2009       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8327333 | author |         5 | conf/cvpr/SouzaSGKF20         | conf/cvpr/SouzaSGKF20         | inproceedings | 2022-08-29 |              |          |        |       |         | CVPR Workshops                     | 3695-3704     | 2020 |                                                     |                |        |       | db/conf/cvpr/cvprw2020.html#SouzaSGKF20               | https://doi.org/10.1109/CVPRW50498.2020.00431                                            |        |           |      |       | conf/cvpr/2020w       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8367968 | author |         5 | conf/cvpr/ScottUOKF022        | conf/cvpr/ScottUOKF022        | inproceedings | 2022-08-29 |              |          |        |       |         | CVPR Workshops                     | 3568-3578     | 2022 |                                                     |                |        |       | db/conf/cvpr/cvpr2022w.html#ScottUOKF022              | https://doi.org/10.1109/CVPRW56347.2022.00401                                            |        |           |      |       | conf/cvpr/2022w       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     9595874 | author |         5 | conf/iwaenc/MahyubSBF22       | conf/iwaenc/MahyubSBF22       | inproceedings | 2022-10-21 |              |          |        |       |         | IWAENC                             | 1-5           | 2022 |                                                     |                |        |       | db/conf/iwaenc/iwaenc2022.html#MahyubSBF22            | https://doi.org/10.1109/IWAENC53105.2022.9914765                                         |        |           |      |       | conf/iwaenc/2022      |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    10268738 | author |         5 | conf/avbpa/NishiyamaYF05      | conf/avbpa/NishiyamaYF05      | inproceedings | 2017-05-25 |              |          |        |       |         | AVBPA                              | 71-80         | 2005 |                                                     |                |        |       | db/conf/avbpa/avbpa2005.html#NishiyamaYF05            | https://doi.org/10.1007/11527923_8                                                       |        |           |      |       | conf/avbpa/2005       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    10627069 | author |         5 | conf/isvc/OhkawaSF11          | conf/isvc/OhkawaSF11          | inproceedings | 2019-12-27 |              |          |        |       |         | ISVC (2)                           | 555-566       | 2011 |                                                     |                |        |       | db/conf/isvc/isvc2011-2.html#OhkawaSF11               | https://doi.org/10.1007/978-3-642-24031-7_56                                             |        |           |      |       | conf/isvc/2011-2      |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    12720302 | author |         5 | homepages/01/1485             | homepages/01/1485             | www           | 2009-06-09 |              |          |        |       |         |                                    |               |      |                                                     |                |        |       |                                                       |                                                                                          |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    15224991 | author |         5 | journals/paa/ShimomotoPF21    | journals/paa/ShimomotoPF21    | article       | 2021-08-13 |              |          |        |       |         |                                    | 1075-1093     | 2021 | Pattern Anal. Appl.                                 | 24             | 3      |       | db/journals/paa/paa24.html#ShimomotoPF21              | https://doi.org/10.1007/s10044-021-00960-6                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    16933859 | author |         5 | journals/nn/KitamuraTAF09     | journals/nn/KitamuraTAF09     | article       | 2020-10-26 |              |          |        |       |         |                                    | 558-567       | 2009 | Neural Networks                                     | 22             | 5-6    |       | db/journals/nn/nn22.html#KitamuraTAF09                | https://www.wikidata.org/entity/Q43920729                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    17687006 | author |         5 | journals/ejivp/GattoSSFSS20   | journals/ejivp/GattoSSFSS20   | article       | 2022-01-03 |              |          |        |       |         |                                    | 22            | 2020 | EURASIP J. Image Video Process.                     | 2020           | 1      |       | db/journals/ejivp/ejivp2020.html#GattoSSFSS20         | https://doi.org/10.1186/s13640-020-00507-5                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    18562200 | author |         5 | journals/npl/GattoSFJS21      | journals/npl/GattoSFJS21      | article       | 2021-03-23 |              |          |        |       |         |                                    | 863           | 2021 | Neural Process. Lett.                               | 53             | 1      |       | db/journals/npl/npl53.html#GattoSFJS21                | https://doi.org/10.1007/s11063-020-10408-3                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    18562473 | author |         5 | journals/npl/GattoSFJS20      | journals/npl/GattoSFJS20      | article       | 2021-05-14 |              |          |        |       |         |                                    | 443-465       | 2020 | Neural Process. Lett.                               | 52             | 1      |       | db/journals/npl/npl52.html#GattoSFJS20                | https://doi.org/10.1007/s11063-020-10244-5                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    19190764 | author |         5 | journals/pr/SogiZXF22         | journals/pr/SogiZXF22         | article       | 2021-09-30 |              |          |        |       |         |                                    | 108190        | 2022 | Pattern Recognit.                                   | 121            |        |       | db/journals/pr/pr121.html#SogiZXF22                   | https://doi.org/10.1016/j.patcog.2021.108190                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    19194618 | author |         5 | journals/pr/SouzaGXF20        | journals/pr/SouzaGXF20        | article       | 2020-02-24 |              |          |        |       |         |                                    |               | 2020 | Pattern Recognit.                                   | 97             |        |       | db/journals/pr/pr97.html#SouzaGXF20                   | https://doi.org/10.1016/j.patcog.2019.107028                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20018032 | author |         5 | journals/ijon/SouzaSGKF23     | journals/ijon/SouzaSGKF23     | article       | 2022-11-26 |              |          |        |       |         |                                    | 20-33         | 2023 | Neurocomputing                                      | 517            |        |       | db/journals/ijon/ijon517.html#SouzaSGKF23             | https://doi.org/10.1016/j.neucom.2022.10.040                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20289232 | author |         5 | journals/ieicet/Fukui95       | journals/ieicet/Fukui95       | article       | 2020-04-11 |              |          |        |       |         |                                    | 1533-1538     | 1995 | IEICE Trans. Inf. Syst.                             | 78-D           | 12     |       | db/journals/ieicet/ieicet78d.html#Fukui95             | http://search.ieice.org/bin/summary.php?id=e78-d_12_1533                                 |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20291259 | author |         5 | journals/ieicet/YuasaYF04     | journals/ieicet/YuasaYF04     | article       | 2020-04-11 |              |          |        |       |         |                                    | 105-112       | 2004 | IEICE Trans. Inf. Syst.                             | 87-D           | 1      |       | db/journals/ieicet/ieicet87d.html#YuasaYF04           | http://search.ieice.org/bin/summary.php?id=e87-d_1_105                                   |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20751718 | author |         5 | journals/tcbb/SuryantoSF18    | journals/tcbb/SuryantoSF18    | article       | 2023-08-28 |              |          |        |       |         |                                    | 286-299       | 2018 | IEEE ACM Trans. Comput. Biol. Bioinform.            | 15             | 1      |       | db/journals/tcbb/tcbb15.html#SuryantoSF18             | https://www.wikidata.org/entity/Q30397812                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    21333726 | author |         5 | journals/scjapan/FukuiY98     | journals/scjapan/FukuiY98     | article       | 2023-09-13 |              |          |        |       |         |                                    | 49-58         | 1998 | Syst. Comput. Jpn.                                  | 29             | 6      |       | db/journals/scjapan/scjapan29.html#FukuiY98           | https://doi.org/10.1002/(SICI)1520-684X(19980615)29:6<49::AID-SCJ5>3.0.CO;2-L            |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    21334949 | author |         5 | journals/scjapan/MaedaYF07    | journals/scjapan/MaedaYF07    | article       | 2023-09-13 |              |          |        |       |         |                                    | 11-20         | 2007 | Syst. Comput. Jpn.                                  | 38             | 9      |       | db/journals/scjapan/scjapan38.html#MaedaYF07          | https://doi.org/10.1002/scj.20786                                                        |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    21640264 | author |         5 | journals/ivc/SuryantoXF16     | journals/ivc/SuryantoXF16     | article       | 2020-02-20 |              |          |        |       |         |                                    | 1-11          | 2016 | Image Vis. Comput.                                  | 54             |        |       | db/journals/ivc/ivc54.html#SuryantoXF16               | https://doi.org/10.1016/j.imavis.2016.07.003                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    23366515 | author |         5 | journals/dsp/GattoCSKF23      | journals/dsp/GattoCSKF23      | article       | 2023-03-28 |              |          |        |       |         |                                    | 103858        | 2023 | Digit. Signal Process.                              | 133            |        | March | db/journals/dsp/dsp133.html#GattoCSKF23               | https://doi.org/10.1016/j.dsp.2022.103858                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    24072078 | author |         5 | journals/corr/abs-2207-12859  | journals/corr/abs-2207-12859  | article       | 2022-08-01 | informal     |          |        |       |         |                                    |               | 2022 | CoRR                                                | abs/2207.12859 |        |       | db/journals/corr/corr2207.html#abs-2207-12859         | https://doi.org/10.48550/arXiv.2207.12859                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    24239953 | author |         5 | journals/corr/abs-2111-04352  | journals/corr/abs-2111-04352  | article       | 2022-08-29 | informal     |          |        |       |         |                                    |               | 2021 | CoRR                                                | abs/2111.04352 |        |       | db/journals/corr/corr2111.html#abs-2111-04352         | https://arxiv.org/abs/2111.04352                                                         |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     1073613 | author |         5 | conf/ijcnn/TakeuchiKAF09      | conf/ijcnn/TakeuchiKAF09      | inproceedings | 2023-03-24 |              |          |        |       |         | IJCNN                              | 3067-3073     | 2009 |                                                     |                |        |       | db/conf/ijcnn/ijcnn2009.html#TakeuchiKAF09            | https://doi.ieeecomputersociety.org/10.1109/IJCNN.2009.5178762                           |        |           |      |       | conf/ijcnn/2009       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     1076381 | author |         5 | conf/ijcnn/SogiNF18           | conf/ijcnn/SogiNF18           | inproceedings | 2018-10-22 |              |          |        |       |         | IJCNN                              | 1-8           | 2018 |                                                     |                |        |       | db/conf/ijcnn/ijcnn2018.html#SogiNF18                 | https://doi.org/10.1109/IJCNN.2018.8489151                                               |        |           |      |       | conf/ijcnn/2018       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     2932934 | author |         5 | conf/sspr/MaedaYF04           | conf/sspr/MaedaYF04           | inproceedings | 2019-10-19 |              |          |        |       |         | SSPR/SPR                           | 1061-1068     | 2004 |                                                     |                |        |       | db/conf/sspr/sspr2004.html#MaedaYF04                  | https://doi.org/10.1007/978-3-540-27868-9_117                                            |        |           |      |       | conf/sspr/2004        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     4502001 | author |         5 | conf/dexa/KomamizuKFAK12      | conf/dexa/KomamizuKFAK12      | inproceedings | 2022-12-30 |              |          |        |       |         | DEXA (2)                           | 450-457       | 2012 |                                                     |                |        |       | db/conf/dexa/dexa2012-2.html#KomamizuKFAK12           | https://doi.org/10.1007/978-3-642-32597-7_40                                             |        |           |      |       | conf/dexa/2012-2      |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     4765949 | author |         5 | conf/isrr/FukuiY03            | conf/isrr/FukuiY03            | inproceedings | 2017-05-26 |              |          |        |       |         | ISRR                               | 192-201       | 2003 |                                                     |                |        |       | db/conf/isrr/isrr2003.html#FukuiY03                   | https://doi.org/10.1007/11008941_21                                                      |        |           |      |       | conf/isrr/2003        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     4766587 | author |         5 | conf/prib/SuryantoSF12        | conf/prib/SuryantoSF12        | inproceedings | 2020-10-25 |              |          |        |       |         | PRIB                               | 71-81         | 2012 |                                                     |                |        |       | db/conf/prib/prib2012.html#SuryantoSF12               | https://doi.org/10.1007/978-3-642-34123-6_7                                              |        |           |      |       | conf/prib/2012        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     6266497 | author |         5 | conf/icpr/SogiF18             | conf/icpr/SogiF18             | inproceedings | 2023-03-24 |              |          |        |       |         | ICPR                               | 1773-1778     | 2018 |                                                     |                |        |       | db/conf/icpr/icpr2018.html#SogiF18                    | https://doi.ieeecomputersociety.org/10.1109/ICPR.2018.8545259                            |        |           |      |       | conf/icpr/2018        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     6272307 | author |         5 | conf/icpr/MuroiSKF20          | conf/icpr/MuroiSKF20          | inproceedings | 2021-02-25 |              |          |        |       |         | ICPR Workshops (6)                 | 728-743       | 2020 |                                                     |                |        |       | db/conf/icpr/icpr2020w6.html#MuroiSKF20               | https://doi.org/10.1007/978-3-030-68780-9_55                                             |        |           |      |       | conf/icpr/2020w6      |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     7632475 | author |         5 | conf/etra/ChinoFS00           | conf/etra/ChinoFS00           | inproceedings | 2018-11-06 |              |          |        |       |         | ETRA                               | 111           | 2000 |                                                     |                |        |       | db/conf/etra/etra2000.html#ChinoFS00                  | https://doi.org/10.1145/355017.355034                                                    |        |           |      |       | conf/etra/2000        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     7768445 | author |         5 | conf/acpr/SuryantoHF13        | conf/acpr/SuryantoHF13        | inproceedings | 2019-12-27 |              |          |        |       |         | ACPR                               | 440-445       | 2013 |                                                     |                |        |       | db/conf/acpr/acpr2013.html#SuryantoHF13               | https://doi.org/10.1109/ACPR.2013.139                                                    |        |           |      |       | conf/acpr/2013        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8382051 | author |         5 | conf/cvpr/SogiSGF20           | conf/cvpr/SogiSGF20           | inproceedings | 2022-08-29 |              |          |        |       |         | CVPR Workshops                     | 3715-3724     | 2020 |                                                     |                |        |       | db/conf/cvpr/cvprw2020.html#SogiSGF20                 | https://doi.org/10.1109/CVPRW50498.2020.00433                                            |        |           |      |       | conf/cvpr/2020w       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8787097 | author |         5 | conf/psivt/YoshinumaHF15      | conf/psivt/YoshinumaHF15      | inproceedings | 2018-11-02 |              |          |        |       |         | PSIVT                              | 433-446       | 2015 |                                                     |                |        |       | db/conf/psivt/psivt2015.html#YoshinumaHF15            | https://doi.org/10.1007/978-3-319-29451-3_35                                             |        |           |      |       | conf/psivt/2015       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8787927 | author |         5 | conf/psivt/NiigakiF09         | conf/psivt/NiigakiF09         | inproceedings | 2018-06-26 |              |          |        |       |         | PSIVT                              | 1046-1057     | 2009 |                                                     |                |        |       | db/conf/psivt/psivt2009.html#NiigakiF09               | https://doi.org/10.1007/978-3-540-92957-4_91                                             |        |           |      |       | conf/psivt/2009       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     8788162 | author |         5 | conf/psivt/NosakaOF11         | conf/psivt/NosakaOF11         | inproceedings | 2018-06-26 |              |          |        |       |         | PSIVT (2)                          | 82-91         | 2011 |                                                     |                |        |       | db/conf/psivt/psivt2011-2.html#NosakaOF11             | https://doi.org/10.1007/978-3-642-25346-1_8                                              |        |           |      |       | conf/psivt/2011-2     |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |     9131285 | author |         5 | conf/interspeech/GattoSCSSF20 | conf/interspeech/GattoSCSSF20 | inproceedings | 2022-08-29 |              |          |        |       |         | INTERSPEECH                        | 2887-2891     | 2020 |                                                     |                |        |       | db/conf/interspeech/interspeech2020.html#GattoSCSSF20 | https://doi.org/10.21437/Interspeech.2020-2134                                           |        |           |      |       | conf/interspeech/2020 |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    10323894 | author |         5 | conf/bmvc/NakauneIF21         | conf/bmvc/NakauneIF21         | inproceedings | 2022-06-22 |              |          |        |       |         | BMVC                               | 99            | 2021 |                                                     |                |        |       | db/conf/bmvc/bmvc2021.html#NakauneIF21                | https://www.bmvc2021-virtualconference.com/assets/papers/1482.pdf                        |        |           |      |       | conf/bmvc/2021        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    10326384 | author |         5 | conf/bmvc/HaoIF20             | conf/bmvc/HaoIF20             | inproceedings | 2021-02-03 |              |          |        |       |         | BMVC                               |               | 2020 |                                                     |                |        |       | db/conf/bmvc/bmvc2020.html#HaoIF20                    | https://www.bmvc2020-conference.com/assets/papers/0121.pdf                               |        |           |      |       | conf/bmvc/2020        |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    15257046 | author |         5 | journals/asc/GattoSMF21       | journals/asc/GattoSMF21       | article       | 2022-10-02 |              |          |        |       |         |                                    | 107899        | 2021 | Appl. Soft Comput.                                  | 113            | Part   |       | db/journals/asc/asc113.html#GattoSMF21                | https://doi.org/10.1016/j.asoc.2021.107899                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    15556119 | author |         5 | journals/tip/WangZFX17        | journals/tip/WangZFX17        | article       | 2020-05-10 |              |          |        |       |         |                                    | 5447-5461     | 2017 | IEEE Trans. Image Process.                          | 26             | 11     |       | db/journals/tip/tip26.html#WangZFX17                  | https://www.wikidata.org/entity/Q53107377                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    15805861 | author |         5 | journals/pami/FukuiM15        | journals/pami/FukuiM15        | article       | 2020-05-30 |              |          |        |       |         |                                    | 2164-2177     | 2015 | IEEE Trans. Pattern Anal. Mach. Intell.             | 37             | 11     |       | db/journals/pami/pami37.html#FukuiM15                 | https://www.wikidata.org/entity/Q86395721                                                |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    15811630 | author |         5 | journals/pami/FukuiSKXM23     | journals/pami/FukuiSKXM23     | article       | 2023-01-15 |              |          |        |       |         |                                    | 1618-1635     | 2023 | IEEE Trans. Pattern Anal. Mach. Intell.             | 45             | 2      |       | db/journals/pami/pami45.html#FukuiSKXM23              | https://doi.org/10.1109/TPAMI.2022.3168557                                               |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    16321690 | author |         5 | journals/sigpro/WangZFX18     | journals/sigpro/WangZFX18     | article       | 2020-02-22 |              |          |        |       |         |                                    | 417-429       | 2018 | Signal Process.                                     | 144            |        |       | db/journals/sigpro/sigpro144.html#WangZFX18           | https://doi.org/10.1016/j.sigpro.2017.11.001                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20043979 | author |         5 | journals/ijon/YangZZFWX20     | journals/ijon/YangZZFWX20     | article       | 2021-09-18 |              |          |        |       |         |                                    | 291-292       | 2020 | Neurocomputing                                      | 398            |        |       | db/journals/ijon/ijon398.html#YangZZFWX20             | https://doi.org/10.1016/j.neucom.2019.09.091                                             |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20262841 | author |         5 | journals/ieicet/LiF08         | journals/ieicet/LiF08         | article       | 2020-04-11 |              |          |        |       |         |                                    | 1848-1854     | 2008 | IEICE Trans. Inf. Syst.                             | 91-D           | 7      |       | db/journals/ieicet/ieicet91d.html#LiF08               | https://doi.org/10.1093/ietisy/e91-d.7.1848                                              |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20263780 | author |         5 | journals/ieicet/SuryantoFH16  | journals/ieicet/SuryantoFH16  | article       | 2020-04-11 |              |          |        |       |         |                                    | 714-723       | 2016 | IEICE Trans. Inf. Syst.                             | 99-D           | 3      |       | db/journals/ieicet/ieicet99d.html#SuryantoFH16        | http://search.ieice.org/bin/summary.php?id=e99-d_3_714                                   |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    20303681 | author |         5 | journals/ieicet/OhkawaF12     | journals/ieicet/OhkawaF12     | article       | 2020-04-11 |              |          |        |       |         |                                    | 1619-1627     | 2012 | IEICE Trans. Inf. Syst.                             | 95-D           | 6      |       | db/journals/ieicet/ieicet95d.html#OhkawaF12           | http://search.ieice.org/bin/summary.php?id=e95-d_6_1619                                  |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    23385018 | author |         5 | journals/corr/abs-1909-11888  | journals/corr/abs-1909-11888  | article       | 2019-09-27 | informal     |          |        |       |         |                                    |               | 2019 | CoRR                                                | abs/1909.11888 |        |       | db/journals/corr/corr1909.html#abs-1909-11888         | http://arxiv.org/abs/1909.11888                                                          |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    24211635 | author |         5 | journals/corr/abs-2103-10166  | journals/corr/abs-2103-10166  | article       | 2021-03-24 | informal     |          |        |       |         |                                    |               | 2021 | CoRR                                                | abs/2103.10166 |        |       | db/journals/corr/corr2103.html#abs-2103-10166         | https://arxiv.org/abs/2103.10166                                                         |        |           |      |       |                       |      |         | 
  5 | Kazuhiro Fukui |        |       |       |      |    24620605 | author |         5 | journals/corr/abs-2308-10111  | journals/corr/abs-2308-10111  | article       | 2023-08-28 | informal     |          |        |       |         |                                    |               | 2023 | CoRR                                                | abs/2308.10111 |        |       | db/journals/corr/corr2308.html#abs-2308-10111         | https://doi.org/10.48550/arXiv.2308.10111                                                |        |           |      |       |                       |      |         | 
(111 rows)

                                                                        QUERY PLAN                                                                         
-----------------------------------------------------------------------------------------------------------------------------------------------------------
 Nested Loop Left Join  (cost=1000.99..361522.46 rows=64 width=4555) (actual time=39.478..669.187 rows=111 loops=1)
   ->  Index Scan using person_pk on person  (cost=0.43..8.45 rows=1 width=1587) (actual time=0.023..0.025 rows=1 loops=1)
         Index Cond: (id = 5)
   ->  Gather  (cost=1000.56..361513.37 rows=64 width=2968) (actual time=39.445..669.123 rows=111 loops=1)
         Workers Planned: 2
         Workers Launched: 2
         ->  Nested Loop Left Join  (cost=0.56..360506.97 rows=27 width=2968) (actual time=63.268..626.307 rows=37 loops=3)
               ->  Parallel Seq Scan on person_publication_relation  (cost=0.00..360275.38 rows=27 width=39) (actual time=63.090..625.502 rows=37 loops=3)
                     Filter: (person_id = 5)
                     Rows Removed by Filter: 8559772
               ->  Index Scan using publication_pk on publication  (cost=0.56..8.58 rows=1 width=2929) (actual time=0.018..0.018 rows=1 loops=111)
                     Index Cond: ((key)::text = (person_publication_relation.publication_id)::text)
 Planning Time: 1.063 ms
 JIT:
   Functions: 28
   Options: Inlining false, Optimization false, Expressions true, Deforming true
   Timing: Generation 7.247 ms, Inlining 0.000 ms, Optimization 4.678 ms, Emission 95.482 ms, Total 107.408 ms
 Execution Time: 671.667 ms
(18 rows)

